OBJECT_ID,OBJECT_RATER_ID,STATUS,TYPE,VERTICAL_ID,CONTENT_ID,AUTHOR_ID,SUBJECT_ID,TRUSTOR,TRUSTEE,VALUE,AVERAGE_RATING_GIVEN,POSITIVE_RATINGS_RECEIVED,NEGATIVE_RATINGS_RECEIVED,SOCIAL_CONNECTIONS,RATING_DEVIATION,PREVIOUS_INTERACTIONS,TIME_SINCE_LAST_RATING,RATING,LABEL
784794,337541,0,1,2522489.63514977,1162249.7548048845,417131.27710459573,26200.927638116307,366947.6881176121,2763022100.5997677,-1.0,4.866032454643508,0,7,1229,-0.7459197316239276,0,0.0,4,Not Trusted
960017,301401,0,1,3321654.0,2936422290.909229,247663.0761228634,220040518881.39893,1737661553.9544318,533767.2023133689,1.0,3.534097352422676,131,2,35,-2.7034038280921076,0,0.0,2,Trusted
810895,289281,0,1,713739.4387358753,1088840.434069442,238408.8101134997,40700.61795401982,430596.6111035472,428285.785360444,1.0,4.567010379234492,8,0,446,-3.5896862984577806,0,0.0,1,Trusted
740250,207235,0,1,2522182.4965373534,1304299.084387335,477514.7214805656,163105.94510023197,415506.30017225945,490277.3803512123,0.7450666467643314,4.5804114742881366,31,4,667,-1.6104367102358235,0,0.0,3,Trusted
1087823,320168,1,1,2522131.0,14213746892.184986,406051.1466959177,138740.38982765682,53358445672.2604,44770709605.06262,0.06894371435597746,3.2609937072557393,62,15,95,-2.5928617429232164,0,0.0,2,"50% Trusted, 50% Not Trusted"
327650948,403471,0,1,2522488.0,1431269.9898746596,582493.3745466124,136017.64109585798,216128.92912261625,647613.3134529848,1.0,4.723888691300115,7,0,606,-1.7563352155350502,0,0.0,3,Trusted
853336,372251,0,1,1368098.1333522669,983067.1140407743,239085.15651456465,65905.7632397617,474026.16191996826,297232.31863012485,-0.08244398258755159,4.460047305742294,8,3,776,-3.670863894378005,0,0.0,1,"50% Trusted, 50% Not Trusted"
841936,249817,0,1,2529344.009468384,1015797.1632824673,307910.35788791464,52177.646844198054,572910.5185012518,577597.7986192419,1.0,4.636885912495083,22,1,683,-3.601644578978961,0,0.0,1,Trusted
943394,273563,0,1,2522499.0,762926.9521590463,558348.6948829235,5978.941392806603,240014.46007128575,301829.52621552796,0.5921124887018341,4.674412025688748,148,15,201,-0.6862680417923306,0,0.0,4,Trusted
1041804,260826,0,1,41049.452295502466,1527044.1497640712,244126.1548130862,465226262.15753335,21771030404.0,705131.6954851265,-1.0,4.689771739466489,140,10,1245,-2.5536616531827057,0,0.0,2,Not Trusted
915542,359876,0,1,2522499.0,825213.2458957161,473697.3859863197,121977.41193739553,686381.9744705133,559894.4191116956,1.0,4.6587033541539205,6,1,2086,-0.6862680417923306,0,0.0,4,Trusted
834715,281854,0,1,2528047.0507970178,1034089.3900747262,307267.72438969824,67921.75281567963,375376.6887430827,471286.406685736,1.0,4.769978766850043,11,0,818,-3.628423075214897,0,0.0,1,Trusted
4368516881,3190898534,0,1,2522499.0,833958.7912373068,613344.2635824331,119523.74732792591,351111.3711920598,640865.6940522104,1.0,4.363798248776869,58,0,154,-1.6862680417923306,0,0.0,3,Trusted
970847206,234828,0,1,2522499.0,1389474.7393693815,499019.25669016055,238159625258.60413,309328.35655699635,228651.08079955194,1.0,4.653053133459428,433,8,1005,-1.6862680417923306,0,0.0,3,Trusted
835883,303025,0,1,2522507.063194132,1036284.7035768769,500733.4006526426,5631677489.497416,555941.7231429575,217078.9237064585,1.0,3.832549453800451,23,1,82,-2.5832296054298474,0,0.0,2,Trusted
752006952,344233,0,1,2522131.0,16558356535.20316,5475577163.556048,19095600795.155907,257523.1340451967,434364.37598209694,-0.6906525008240425,4.8243436842578395,97,16,16,-2.5928617429232164,0,0.0,2,Not Trusted
532057732,492102,0,1,2522726.0,1416789.0,458735.0,134598.0,264585.0,1426231172.0,-1.0,4.582677165354331,0,2,507,-0.5715713975222778,0,0.0,4,Not Trusted
785030,281604,0,1,2531403.0,1145515.012153751,587888.0073935626,44910.91930441025,3196948356.0,536257.421778917,1.0,4.675442634763553,161,3,1097,-0.5626069466542587,0,0.0,4,Trusted
811991,312465,0,1,2522726.0,1083021.0,603769.0,44766.0,543711.0,656919.0,1.0,4.818181818181818,52,4,10,0.4284286024777222,0,0.0,5,Trusted
1025578,276975,0,1,46335.0,1500932.4109086632,364992.3369364578,460691072.0,634854.2556056149,562595.8535730558,1.0,4.440034185484443,222,25,556,-2.5347101700798333,0,0.0,2,Trusted
892967,3234223407,0,1,11421547.869616292,884690.4119776111,538923.6091080535,6876509231.848309,486591.33551642916,366594.8086629858,0.3743806765034172,4.468575600351933,12,0,296,-1.6500438334243448,0,0.0,3,"50% Trusted, 50% Not Trusted"
931486,559684,0,1,2522499.0,791516.0,608984.0,5955818368.0,209543.0,400771.0,1.0,5.0,152,0,21,0.3137319582076694,0,0.0,5,Trusted
726557,279499,0,1,2522498.0,1398576.0,230953.0,223584293761.0,297055.0,380348.0,1.0,4.4605263157894735,2,0,75,0.26275017606033746,0,0.0,5,Trusted
900828,364725,0,1,2522524.4897222323,864163.0503105696,446155.20344332786,86936.68535924137,532657.2213779322,621105.8865346394,1.0,4.442090921055537,4,0,908,-3.717756782917065,0,0.0,1,Trusted
722731,547045,0,1,2530879.37387976,1418581.994740286,527363.0199926349,6522.887874356529,260250.40818204026,383715.0011127786,1.0,4.238146979057918,353,8,16,-0.5631479194130581,0,0.0,4,Trusted
1010953,339923,0,1,46335.0,1476260.821415686,516437.20226849784,526227072.0,224351.36352642116,263395.9750708552,1.0,4.323100252136994,338,33,1553,-1.5347101700798333,0,0.0,3,Trusted
832125,204128,0,1,2530690.39265185,1041099.7384450275,245377.43349733285,46969.14453218717,525532.7987319612,531430.8625243101,1.0,4.688464221143674,25,1,551,-3.572503825032031,0,0.0,1,Trusted
827932,202217,0,1,2494164.46786539,1051126.5978946334,262962.2056867101,65562.97917655669,388462.07550195337,433245.5562305735,1.0,4.701291265906788,15,0,557,-3.563161722209983,0,0.0,1,Trusted
868504,450888,0,1,30971265.0,950144.418377899,399294.91394701286,35058.31584654554,201018.08175623222,206087.62371048468,1.0,4.855953305783889,768,50,100,-0.5704653259633856,0,0.0,4,Trusted
865984,575499,0,1,30971265.0,956416.0,712690.0,4867724160.0,381135.0,660192.0,1.0,4.41726618705036,35,1,138,0.4295346740366144,0,0.0,5,Trusted
885008,279121,0,1,2522499.0,910985.0,476893.0,88853.0,604599.0,2769915780.0,-1.0,4.316981132075472,0,7,264,0.3137319582076694,0,0.0,5,Not Trusted
880295,222557,0,1,2522499.0,926270.0,400263.0,85881.0,591683.0,572346.0,1.0,4.713960891314234,62,8,2198,0.3137319582076694,0,0.0,5,Trusted
874216,351784,0,1,2525095.920621132,934020.867209055,242019.13945282012,74891.17784877891,549981.6733223363,314756.7760243637,-0.4224355838673941,4.498210841440414,18,4,939,-3.6821866348822105,0,0.0,1,"50% Trusted, 50% Not Trusted"
1042603,213141,0,1,46335.0,1527767.0,660472.0,464098944.0,7631441796.0,261183.0,1.0,4.570381231671554,493,123,681,0.46528982992016665,0,0.0,5,Trusted
898672,366333,0,1,2522524.837895539,871114.6825511365,248245.55858044422,90094.56737419721,464953.0961957923,281052.0915691124,-0.4354386410512898,4.441180624340946,10,4,914,-3.7181868989857514,0,0.0,1,"50% Trusted, 50% Not Trusted"
895478,413254,0,1,2522535.0,878833.8361827428,380576.40412377845,85669.3526716589,599852.1682347498,461204.90949190175,-0.0027838175542946875,4.414611872146119,10,3,1094,-3.7307406598208432,0,0.0,1,"50% Trusted, 50% Not Trusted"
894447,206939,0,1,2522509.0760191064,882385.8803247018,628707.4863772173,84422.10088008746,639239.377478048,557247.9628114459,1.0,4.435462822062754,75,1,6700,-0.6987154570415653,0,0.0,4,Trusted
868292,467047,0,1,30971265.0,950651.0,438146.0,5714908032.0,531884.0,401711.0,1.0,4.5,166,5,9,-2.5704653259633856,0,0.0,2,Trusted
802260,3180298464,0,1,2531403.0,1105620.067176638,687834.2893390477,42849.09566254274,527942.1703154205,488208.53882835835,1.0,4.3519546728414795,4,0,16,-0.5626069466542587,0,0.0,4,Trusted
3273855295,287926,0,1,2522317.0,5545022936.557125,2923010190.048187,6966810805.554835,449310.60002862563,500530.8121057559,-0.5224950633761998,4.489678107011418,533,86,1259,-2.3420634920634917,0,0.0,2,Not Trusted
882139,414196,0,1,2522524.404540424,912277.1953475855,480268.339961742,79889.08016016748,565033.6051767895,652602.990845261,1.0,4.547569858701192,5,0,1137,-3.732604648612645,0,0.0,1,Trusted
822576,569419,0,1,2522494.0,1063253.0,266158.0,45010.0,3226505092.0,302811.0,1.0,5.0,13,0,3,0.47154671251944613,0,0.0,5,Trusted
921432,617358,0,1,2522499.0,811996.4592626968,491085.7360730921,5585809583.997405,3275132804.0,3192208843.0733275,1.0,4.651076173176021,185,3,29,-0.6862680417923306,0,0.0,4,Trusted
866480,404245,0,1,30971265.0,955041.7653009312,276041.1852318746,4705432403.928637,505574.15504641866,287281.6105471183,1.0,4.467861547854325,176,7,471,-2.5704653259633856,0,0.0,2,Trusted
815287,262217,0,1,1267195.5307045137,1079636.2494541276,239991.8991830655,41322.19355990223,466844.15638833254,462423.7872014288,1.0,4.608752420347039,14,0,480,-3.5814409704765136,0,0.0,1,Trusted
1067460,292474,0,1,2522131.0,8235337187.843548,309283.14504912845,4910438460.696121,360085.94468017423,25932983862.45634,1.0,4.623612992902475,131,12,289,-2.5928617429232164,0,0.0,2,Trusted
743996,481878,0,1,2531066.586782295,1293639.213967609,423105.12781289965,6990499634.2852,428266.95682476,323826.8378576556,1.0,2.0871719311738945,153,10,572,-2.4623499228528636,0,0.0,2,Trusted
856814,297908,0,1,2527340.4750624383,978360.1823903816,242584.58088514736,63449.97414891871,549860.4349847871,395059.0774875375,0.08377876915608673,4.571482318998036,21,3,804,-3.6396307854661814,0,0.0,1,"50% Trusted, 50% Not Trusted"
958971,2935045525,0,1,3292237.2915214286,754881.7011336121,240957.53607056884,145292876954.42725,273680.6807024005,351683.2262336009,1.0,4.240260772776888,363,34,138,-1.696963979937372,0,0.0,3,Trusted
793776,226102,0,1,2531403.0,4845666804.818485,3193054873.4084687,38868.893247669956,443291.7589096653,298784.437209998,1.0,4.6443843707180825,345,20,2560,-1.5626069466542587,0,0.0,3,Trusted
1116125,276253,0,1,2522131.0,1438163076.0,8201277316.0,6985344.0,217455.0,42171338628.0,1.0,5.0,80,3,3,0.40713825707678364,0,0.0,5,Trusted
1091358,232795,0,1,2522131.0,1170710660.0,262643.0,460166784.0,463218.0,58116640644.0,-1.0,4.621276595744681,0,7,234,0.40713825707678364,0,0.0,5,Not Trusted
917773,306984,0,1,-1.0,819201.210734557,477558.78246108507,131795.51126898723,3272904580.0,333724.7863493812,1.0,3.9294913755269136,89,6,11,-2.7008492289152093,0,0.0,2,Trusted
804918,408650,0,1,2531403.0,1101512.0,409311.0,39496.0,528506.0,237004.0,1.0,5.0,252,7,0,0.4373930533457413,0,0.0,5,Trusted
747545,298598,0,1,2521994.070888463,1279708.5064529516,271671.4923931585,7022526290.7337475,429043.4530118882,441274.2267675162,1.0,4.338824680494147,95,5,848,-1.5384130168390315,0,0.0,3,Trusted
852914,416064,0,1,2522503.4180965596,987676.9505416682,400470.50677517493,72972.62890399598,397013.8667963847,557529.2953304005,1.0,4.810919957015871,5,0,1223,-3.736296654217552,0,0.0,1,Trusted
4623076996,524929,0,1,46335.0,1523867.865956697,539468.4620434875,464650764.0992876,22379886832.492096,224159.70563771474,-0.6134043303182866,4.4022861610992186,129,27,76,-0.5347101700798333,0,0.0,4,Not Trusted
1016554,350822,0,1,36144.35938911345,1485269.2442726092,491913.7044193188,512303841.8314376,14907310883.246264,317499.48403945024,1.0,4.48110055444812,8,1,603,-2.571249004679761,0,0.0,2,Trusted
854332,321211,0,1,2522498.0,980617.2223739304,413949.01089464175,4329673600.0,553327.2881359183,465920.34538471804,1.0,4.583727365067254,108,4,410,-0.7372498239396625,0,0.0,4,Trusted
4118925278,344891,0,1,2531403.0,1102292.4471895162,282827.1630563792,37448.64451791608,539013.5316862904,540534.3430265983,1.0,4.664640954588638,30,0,961,-2.5626069466542587,0,0.0,2,Trusted
833928,226002,0,1,2530336.2026526346,1036428.9187585843,276924.12446528557,47630.7660576886,561697.325772475,559673.7638526482,1.0,4.669275173942602,25,1,624,-3.582832995279519,0,0.0,1,Trusted
975733,432152,0,1,3321654.0,729064.0,216631.0,5610771328.0,7217975172.0,253067.0,1.0,5.0,1295,109,0,0.29659617190789245,0,0.0,5,Trusted
893693,310910,0,1,2522499.0,884615.0817413314,250028.9292106018,90158.66573788787,232970.87878148022,496877.51676590764,1.0,4.460332867499798,5,1,400,-0.6862680417923306,0,0.0,4,Trusted
730563,497285,0,1,2522499.0,1366919.0,412207.0,135718.0,217977.0,340375.0,1.0,4.8187192118226605,27,14,1014,0.3137319582076694,0,0.0,5,Trusted
895405,413254,0,1,2522535.0,879072.1135741672,373362.91912132304,85787.27698465619,597275.0414102593,448868.1505186608,-0.05445967776344407,4.414611872146119,10,3,1094,-3.7307406598208432,0,0.0,1,"50% Trusted, 50% Not Trusted"
804806,336165,0,1,2531403.0,1101663.0,422702.0,40722.0,440667.0,658495.0,1.0,4.979591836734694,13,2,48,0.4373930533457413,0,0.0,5,Trusted
896053,378718,0,1,2522499.0,877760.7800284149,636836.638478414,6845495131.759593,645257.0,568141.0654985375,1.0,4.022458633396992,33,0,83,-2.6862680417923306,0,0.0,2,Trusted
837182,284534,0,1,2522495.0,1032631.0,368022.0,69191.0,556328.0,201535.0,1.0,4.4,628,129,4,0.41674242954052687,0,0.0,5,Trusted
881710,366157,0,1,2524497.11539421,913190.338485607,463649.3433773945,79523.58910885666,592039.1142561242,641608.9959902747,1.0,4.478663378951484,8,0,975,-3.693539741136826,0,0.0,1,Trusted
1097781,416694,0,1,2522131.0,16783740548.0,5720149892.0,135691.0,300458.0,55554969476.0,1.0,4.878378378378378,220,8,221,-0.5928617429232164,0,0.0,4,Trusted
1127509,668220,0,1,2522131.0,24518916793.826157,453026.07793322555,8537.85494042939,526513.3306044841,404306.1197952316,1.0,4.232742809857549,779,23,144,-0.5928617429232164,0,0.0,4,Trusted
871671,414768,0,1,2522517.982427936,940330.9420979712,305072.6119735393,80237.41965809184,459750.25325817615,365645.74780878157,-0.08013123977704173,4.628158259766333,9,3,1163,-3.7337344481848764,0,0.0,1,"50% Trusted, 50% Not Trusted"
853054,286266,0,1,2527825.5064813863,987941.5766135808,242706.76854752106,60977.61564297469,549834.2362872594,412411.8039381455,0.1931679028836717,4.5873157370137365,22,3,775,-3.630434784849334,0,0.0,1,"50% Trusted, 50% Not Trusted"
852689,281795,0,1,2528011.7553418814,988094.1495888174,349516.7083419714,58282.91020086578,587966.8830493115,601665.0565488545,1.0,4.5933956649276135,19,1,764,-3.626903581366235,0,0.0,1,Trusted
920615,386469,0,1,-1.0,813411.0,208923.0,114180.0,693100.0,549210.0,1.0,4.8175675675675675,28,0,147,0.2991507710847907,0,0.0,5,Trusted
471888839,314605992,0,1,2522131.0,20079028763.377636,347813.2751475989,156117699121.33173,236145.9494282669,69938963394.23962,-0.8032751232248365,4.581929519982113,2,1,542,-0.5928617429232164,0,0.0,4,Not Trusted
1093164,2220988732,0,1,2522131.0,15633178185.744295,422480.63855809486,115943.22677176892,59842274095.444405,391903.1185964107,1.0,3.949198763635234,264,101,68,-2.5928617429232164,0,0.0,2,Trusted
1018075,360595,0,1,46335.0,1487700.1356513451,334621.94194444607,6854272.0,319636.80114092684,244866.32116444467,1.0,4.513979637200609,178,19,1005,-2.5347101700798333,0,0.0,2,Trusted
882631,288863,0,1,2522499.0,918176.0,516352.0,90071.0,333587.0,568046.0,1.0,4.783333333333333,90,2,59,0.3137319582076694,0,0.0,5,Trusted
865834,320448,0,1,30971265.0,956641.0577438353,634050.813722359,5024735886.585962,375403.4550754523,563995.6373582538,1.0,4.083973217296174,41,0,681,-0.5704653259633856,0,0.0,4,Trusted
897281,408476,0,1,2522533.9652195303,873220.8361025824,513230.93277383543,83731.07198171182,638322.7030788921,692776.1792215928,1.0,4.417317298564762,5,0,1075,-3.729462343249273,0,0.0,1,Trusted
798518,263022,1,1,2531403.0,4791373444.0,3130953604.0,5706650496.0,535630.0,535718.0,1.0,4.778082191780822,1,0,1094,-2.5626069466542587,0,0.0,2,Trusted
1077470,225348,0,1,2522131.0,11207352457.388128,213750.11971964684,4326141274.29364,41588657491.91447,481029.3289829565,1.0,4.679441303923245,117,13,332,-2.5928617429232164,0,0.0,2,Trusted
811942,288108,0,1,737735.2758746466,1086058.3657999488,244199.44828948803,47449.875733329296,385494.1168063483,398934.22871815215,1.0,4.568820161862078,5,0,447,-3.589328811115487,0,0.0,1,Trusted
906644,244821,0,1,2522921.343692565,849402.2832919809,281724.2243856593,94673.42925003005,257000.73822905714,153233302.53237438,1.0,4.518000435007495,2,1,461,-3.6804024214478512,0,0.0,1,Trusted
4818191626,3185127035,0,1,2522131.0,22212677199.510185,452089193.9536216,59571.462128706975,551850.0,399051.7039831752,0.34911005641706727,4.583364648900234,62,3,165,-1.5928617429232164,0,0.0,3,"50% Trusted, 50% Not Trusted"
843512,239514,0,1,2522498.0,1012398.4328524104,340571.8824957483,67211.61084414068,390203.29320085107,200688.74510103415,1.0,4.832372347177941,1421,27,685,-0.7372498239396625,0,0.0,4,Trusted
1070876,531710,0,1,2522131.0,9120860633.088003,4626945710.128168,112531.94524427582,317906.0086549472,27786598560.033947,1.0,3.3545503946468376,68,1,614,-2.5928617429232164,0,0.0,2,Trusted
1115917,459541,0,1,2522131.0,1436198101.1842036,333339.9449482935,643880014.7963845,409278.9422329109,52549024841.68597,1.0,4.488607047557451,10,2,849,-1.5928617429232164,0,0.0,3,Trusted
959351,459085,0,1,3321654.0,746885.0,218213.0,5565420416.0,559579.0,221034.0,1.0,4.501440922190202,157,8,346,0.29659617190789245,0,0.0,5,Trusted
874010,3238972477,0,1,30971265.0,938910.7907125,525942.3929066018,90585.12026719644,462307.2718021359,505493.36138357286,1.0,4.461035936401782,250,8,121,-1.5704653259633856,0,0.0,3,Trusted
1051765,412025,0,1,-1.0,1538333.0,529211.0,149003015041.0,24679124868.0,300458.0,1.0,4.2265625,374,18,255,-0.7008492289152093,0,0.0,4,Trusted
968281,210870,0,1,3321654.0,1911328388.0,239718.0,145395782528.0,288371.0,225252.0,-1.0,4.434146341463415,34,75,409,0.29659617190789245,0,0.0,5,Not Trusted
753260,207921,0,1,2524997.5593122365,1256092.8403928701,360964.9127503045,9065.449469227477,321306.8288893739,514970.8077854714,1.0,4.435125392980432,24,0,735,-0.7225109461002749,0,0.0,4,Trusted
473433172,218763,0,1,2531403.0,1422061.0449290874,407788.1635901402,135108.1372394697,249330.14248882228,296607.98886446195,1.0,4.1777007243391315,25,10,908,-2.5626069466542587,0,0.0,2,Trusted
2287655275,374212,0,1,2522131.0,1315170.231014027,315711.96289535996,160493.93227553117,397694.55986059236,309583.3376780506,1.0,4.417319155869586,174,37,363,-1.5928617429232164,0,0.0,3,Trusted
846425,250786,1,1,2522498.0,1002582.5623675818,256914.75730638314,71781.64718700913,555578.4255317686,575169.4789706932,1.0,4.247244841502169,12,0,850,-1.7372498239396625,0,0.0,3,Trusted
867997,332531,0,1,2525898.0315635935,949865.9049741039,242221.20483909207,70802.56475314294,549938.3477538384,343453.49797644746,-0.24153550663199064,4.5243950376611615,19,4,891,-3.6669789340333554,0,0.0,1,"50% Trusted, 50% Not Trusted"
1001341,368568,0,1,46335.0,1456829.7323268736,630259.1367494604,482674663.47431046,2586021935.778985,10561067419.016682,-1.0,4.337886088775636,2,9,636,-1.5347101700798333,0,0.0,3,Not Trusted
818936,714548,0,1,2527674.23559656,1070481.37575724,507111.65152959264,50854.03349343776,3222770957.78919,3271470226.880085,1.0,3.7090893028830667,103,1,66,-2.5664592372262374,0,0.0,2,Trusted
1148882564,371168,0,1,2522499.0,1379786.9773750973,285526.5978618518,7451.812258889826,324043.0,300366.6288714151,1.0,4.277800675293101,201,70,696,-1.6862680417923306,0,0.0,3,Trusted
934948,206437,0,1,2522499.0,782326.0,246158.0,10057.0,709326.0,315069.0,1.0,4.8393183201460745,28,0,1642,0.3137319582076694,0,0.0,5,Trusted
1122769,401645,0,1,2522131.0,23082074208.977234,5238428633.223465,41156.94489611262,378010.08132713055,415816.1525082729,1.0,3.7261041432614044,464,39,395,-2.5928617429232164,0,0.0,2,Trusted
